names,lUnknown,rUnknown,lG_and_S_frontomargin,rG_and_S_frontomargin,lG_and_S_occipital_inf,rG_and_S_occipital_inf,lG_and_S_paracentral,rG_and_S_paracentral,lG_and_S_subcentral,rG_and_S_subcentral,lG_and_S_transv_frontopol,rG_and_S_transv_frontopol,lG_and_S_cingul-Ant,rG_and_S_cingul-Ant,lG_and_S_cingul-Mid-Ant,rG_and_S_cingul-Mid-Ant,lG_and_S_cingul-Mid-Post,rG_and_S_cingul-Mid-Post,lG_cingul-Post-dorsal,rG_cingul-Post-dorsal,lG_cingul-Post-ventral,rG_cingul-Post-ventral,lG_cuneus,rG_cuneus,lG_front_inf-Opercular,rG_front_inf-Opercular,lG_front_inf-Orbital,rG_front_inf-Orbital,lG_front_inf-Triangul,rG_front_inf-Triangul,lG_front_middle,rG_front_middle,lG_front_sup,rG_front_sup,lG_Ins_lg_and_S_cent_ins,rG_Ins_lg_and_S_cent_ins,lG_insular_short,rG_insular_short,lG_occipital_middle,rG_occipital_middle,lG_occipital_sup,rG_occipital_sup,lG_oc-temp_lat-fusifor,rG_oc-temp_lat-fusifor,lG_oc-temp_med-Lingual,rG_oc-temp_med-Lingual,lG_oc-temp_med-Parahip,rG_oc-temp_med-Parahip,lG_orbital,rG_orbital,lG_pariet_inf-Angular,rG_pariet_inf-Angular,lG_pariet_inf-Supramar,rG_pariet_inf-Supramar,lG_parietal_sup,rG_parietal_sup,lG_postcentral,rG_postcentral,lG_precentral,rG_precentral,lG_precuneus,rG_precuneus,lG_rectus,rG_rectus,lG_subcallosal,rG_subcallosal,lG_temp_sup-G_T_transv,rG_temp_sup-G_T_transv,lG_temp_sup-Lateral,rG_temp_sup-Lateral,lG_temp_sup-Plan_polar,rG_temp_sup-Plan_polar,lG_temp_sup-Plan_tempo,rG_temp_sup-Plan_tempo,lG_temporal_inf,rG_temporal_inf,lG_temporal_middle,rG_temporal_middle,lLat_Fis-ant-Horizont,rLat_Fis-ant-Horizont,lLat_Fis-ant-Vertical,rLat_Fis-ant-Vertical,lLat_Fis-post,rLat_Fis-post,lMedial_wall,rMedial_wall,lPole_occipital,rPole_occipital,lPole_temporal,rPole_temporal,lS_calcarine,rS_calcarine,lS_central,rS_central,lS_cingul-Marginalis,rS_cingul-Marginalis,lS_circular_insula_ant,rS_circular_insula_ant,lS_circular_insula_inf,rS_circular_insula_inf,lS_circular_insula_sup,rS_circular_insula_sup,lS_collat_transv_ant,rS_collat_transv_ant,lS_collat_transv_post,rS_collat_transv_post,lS_front_inf,rS_front_inf,lS_front_middle,rS_front_middle,lS_front_sup,rS_front_sup,lS_interm_prim-Jensen,rS_interm_prim-Jensen,lS_intrapariet_and_P_trans,rS_intrapariet_and_P_trans,lS_oc_middle_and_Lunatus,rS_oc_middle_and_Lunatus,lS_oc_sup_and_transversal,rS_oc_sup_and_transversal,lS_occipital_ant,rS_occipital_ant,lS_oc-temp_lat,rS_oc-temp_lat,lS_oc-temp_med_and_Lingual,rS_oc-temp_med_and_Lingual,lS_orbital_lateral,rS_orbital_lateral,lS_orbital_med-olfact,rS_orbital_med-olfact,lS_orbital-H_Shaped,rS_orbital-H_Shaped,lS_parieto_occipital,rS_parieto_occipital,lS_pericallosal,rS_pericallosal,lS_postcentral,rS_postcentral,lS_precentral-inf-part,rS_precentral-inf-part,lS_precentral-sup-part,rS_precentral-sup-part,lS_suborbital,rS_suborbital,lS_subparietal,rS_subparietal,lS_temporal_inf,rS_temporal_inf,lS_temporal_sup,rS_temporal_sup,lS_temporal_transverse,rS_temporal_transverse
sub-17_T1w,2.5535,2.4577,2.6981,2.6065,2.4171,2.8643,2.6234,2.8293,3.1026,2.8226,2.7022,2.7469,2.9703,2.9060,3.2370,3.2284,2.8880,3.2237,3.3086,3.3269,2.6877,2.7361,2.3977,2.3779,3.3702,3.1915,3.6135,3.1992,2.9605,3.0177,3.0832,2.9582,3.3694,3.3381,4.5619,3.9659,5.8844,4.8324,2.7313,2.8530,2.5683,2.6291,3.3345,2.9731,2.5767,2.5810,3.4181,3.5514,3.3974,3.3944,2.8336,2.7806,2.9858,2.8967,2.6710,2.7187,2.5084,2.5586,3.1546,3.2362,2.8866,2.8683,2.6815,2.7611,2.9534,2.1646,2.9115,2.8943,3.5114,3.3464,4.3002,3.7850,2.9906,2.7874,3.0819,3.1985,3.4221,3.2999,2.5410,3.2944,3.2584,2.7865,2.8799,2.9546,NaN,NaN,2.2555,2.2795,3.8386,2.9967,2.1767,2.2932,2.3419,2.3592,2.4383,2.7159,4.1477,3.3789,3.4708,3.1262,3.5525,3.4411,3.1155,2.8677,2.2333,2.6314,2.7246,2.7182,2.5748,2.7744,3.1045,2.9601,2.7078,2.7471,2.4184,2.4622,2.4638,2.4445,2.4990,2.4333,2.6669,2.3087,2.6864,2.6024,2.7934,2.6175,3.1565,2.9492,2.4059,2.4270,2.9445,2.9921,2.5029,2.3812,1.8557,1.7708,2.6157,2.5274,3.1032,3.0956,2.8602,3.0215,2.8341,2.7067,2.4740,2.5878,2.9052,2.8239,2.7935,2.7673,2.2834,2.9614
sub-18_T1w,2.8226,2.5690,2.6063,2.6166,2.3584,2.7063,2.1773,2.2037,2.8823,2.9601,2.2098,2.7007,2.9821,3.2081,3.1685,3.3065,3.2560,3.0271,3.6040,3.6130,2.8924,2.7326,2.0376,2.1202,3.0421,3.1594,3.2510,2.9209,2.8597,2.7620,2.7245,2.7809,3.1077,3.0174,4.8601,4.6475,5.3266,4.7587,2.8814,2.9325,2.3584,2.4613,3.3747,2.9491,2.2722,2.3326,2.6523,3.4453,3.2491,3.1232,2.8559,2.8063,2.9260,2.9417,2.3449,2.2193,1.9137,2.0399,2.6860,2.7154,2.5989,2.5985,2.3559,2.3247,2.6114,3.1318,2.9154,3.1575,3.2512,3.3085,3.7741,3.0354,2.9785,2.9345,3.3084,3.1268,3.5736,3.3559,2.1182,2.9452,3.0086,3.0762,2.7292,2.9283,NaN,NaN,1.7885,2.1215,3.5019,2.7965,2.2404,2.1829,1.8336,1.9639,2.4575,2.5469,3.5458,3.2271,3.3930,3.3435,3.3423,3.4873,3.4113,2.9312,2.4121,2.2522,2.4212,2.3794,2.6280,2.5353,2.6342,2.7499,2.6587,2.6238,2.4187,2.2849,2.0842,2.2811,2.2201,2.4580,2.2103,2.4851,2.5621,2.9137,2.2933,2.2325,3.2018,2.9273,2.8549,2.7517,3.2365,3.2783,2.4371,2.3289,2.1563,1.8394,2.3142,2.4370,2.5652,2.5085,2.4299,2.6049,2.8703,2.8025,2.4112,2.6155,2.6769,2.7652,2.7505,2.8698,2.5942,3.2107
sub-21_T1w,2.4594,2.5006,2.9190,2.5411,2.8294,2.4106,2.4219,2.5432,2.9440,3.0587,2.8327,2.8487,3.1323,3.0473,3.2005,3.2261,2.9344,3.0939,3.3134,3.3971,3.0933,3.1527,2.2834,2.3363,3.3356,3.1314,3.3077,2.7756,2.8277,2.9248,3.1131,2.9553,3.4560,3.3674,3.8893,3.9568,4.9785,4.7219,2.6594,2.8865,2.3358,2.4571,2.8678,3.2699,2.4732,2.5948,3.2876,3.5182,3.3332,3.2431,2.8901,3.0170,2.9410,2.9980,2.5478,2.7819,2.4034,2.4253,3.0096,3.1992,2.8168,2.8258,2.6558,2.5389,2.9502,3.1261,2.8808,2.9225,3.4236,3.2887,3.5780,3.5316,2.9283,2.9785,3.0977,2.9562,3.1844,3.3354,3.0184,2.5299,2.9506,3.1375,2.8749,2.8900,NaN,NaN,1.9317,2.0133,2.9630,3.0385,2.1667,2.2431,2.0365,2.2436,2.4407,2.6672,3.8798,3.5680,3.7499,3.4130,3.2942,3.4254,2.9946,3.1367,2.2297,2.6525,2.7458,2.6720,2.8993,2.6466,3.1152,2.9624,2.9783,2.1834,2.5056,2.6514,2.2973,2.3465,2.0251,2.3620,2.5354,2.4890,2.4823,2.3958,2.7717,2.5598,2.8259,2.5267,2.5905,2.4278,2.9519,3.0134,2.5367,2.6599,1.8644,2.1395,2.5483,2.5715,3.1084,2.9543,2.6697,2.9776,2.7851,2.6260,2.5782,2.5860,2.6096,2.7134,2.6387,2.8595,2.2697,3.1111
sub-22_T1w,2.3172,2.2921,2.7057,2.7231,2.6294,2.7844,2.4106,2.3393,2.8875,2.8711,3.0518,2.8963,3.2689,2.9487,3.0582,3.1966,2.9078,2.9998,3.2272,3.1492,3.6776,3.4002,2.4039,2.3962,3.1319,2.9450,3.1463,2.6567,2.9329,2.8124,3.0487,2.9729,3.2792,3.2498,4.3561,4.6258,4.9982,4.2937,2.9497,2.7724,2.5273,2.6159,2.9824,2.9550,2.4151,2.5662,3.4895,3.5999,3.2485,3.2544,2.9823,2.9366,3.0866,3.0185,2.6773,2.6383,2.4737,2.3764,2.8907,2.9812,2.9340,2.8711,2.8068,2.7936,2.4409,3.1825,3.0137,3.0545,3.3621,3.2911,3.6969,3.5806,2.8977,3.0409,3.2600,3.2477,3.3954,3.0685,3.3904,2.8984,3.1001,2.9291,2.5673,3.0423,NaN,NaN,2.1991,2.3232,3.5768,3.5128,2.3382,2.5186,2.1337,2.1491,2.7253,2.5720,3.9126,3.1580,3.4397,3.4481,3.3034,3.1882,2.8698,2.8660,2.4069,2.4407,2.6138,2.5498,2.7552,2.7057,2.8823,2.8252,3.1958,2.3386,2.4734,2.3367,2.4130,2.1279,2.4091,2.5164,2.4468,2.5801,2.8611,2.4413,2.3121,2.5588,2.6218,2.5467,2.3644,2.4614,3.1712,3.1755,2.6632,2.4114,1.7239,2.2299,2.5062,2.4596,2.7972,2.7298,2.7753,2.7416,2.2296,2.9265,2.4763,2.6785,2.9843,2.8198,2.7799,2.7303,2.4241,2.7574
sub-23_T1w,1.9787,2.0885,2.5874,2.6429,2.3896,2.0055,2.5944,2.4058,2.8483,2.9410,2.6295,2.8265,2.8815,3.0439,3.0022,2.9720,2.9655,3.0636,3.4360,3.3750,2.6581,2.8959,2.1035,2.1312,3.0933,2.9640,3.1053,2.8714,2.9435,2.7901,2.8725,2.7234,3.2236,3.1832,4.3433,4.1755,5.5132,4.8108,2.6532,2.6401,2.2803,2.2007,2.7530,2.6530,2.3784,2.2654,2.7869,2.7502,2.5509,2.6520,2.7268,2.6709,2.7581,2.9697,2.4128,2.4053,1.9920,2.1495,2.5807,2.8711,2.7914,2.7626,2.4364,2.4619,2.8896,2.6912,2.7881,2.7328,2.9806,2.8560,2.6919,2.5809,3.0412,2.6105,2.5467,2.6602,2.8414,2.6669,3.1028,2.6905,2.9970,3.0725,2.4223,2.7379,NaN,NaN,1.8962,1.6207,2.5466,2.5534,2.2100,2.2056,1.9316,2.0319,2.6538,2.6179,3.5600,3.6841,3.3455,2.8501,3.0831,3.3277,2.5605,2.7620,2.1490,1.9917,2.3879,2.6085,2.5500,2.5941,2.9260,2.8068,3.4873,2.8112,2.3504,2.3021,2.1577,2.1770,2.1105,2.3046,2.2652,2.0422,2.4741,2.9315,2.4171,2.2862,2.6268,2.7186,2.2339,1.9118,2.8171,2.7541,2.5441,2.2761,2.1245,2.0257,2.2846,2.2011,2.4839,2.6613,2.8064,2.5877,3.2013,3.2847,2.4482,2.5159,2.2801,2.3954,2.5844,2.5079,2.3587,2.5589
sub-24_T1w,2.5935,2.7420,2.6983,2.6605,2.8542,2.8115,2.6071,2.7480,3.1604,3.1074,2.8803,3.2008,3.3036,3.2243,3.3211,3.3081,3.1703,3.2518,3.5929,3.8352,3.1532,3.2643,2.2329,2.5215,3.3683,3.2989,3.3758,3.0286,3.0309,3.0700,3.2139,3.2817,3.4896,3.5932,4.5601,4.7372,4.9994,4.7698,2.9571,2.9127,2.4027,2.4355,3.0607,3.1849,2.5120,2.6358,3.6560,3.8751,3.3444,3.2713,2.9974,3.1350,2.9882,3.0860,2.7588,2.7005,2.4987,2.3821,3.1727,3.1341,3.0468,3.1074,2.7101,2.6690,2.8247,2.6897,3.1839,3.2168,3.4706,3.5244,3.9027,4.1150,2.9759,3.3243,3.2139,3.1766,3.1512,3.5998,2.9801,3.3182,3.2854,3.2458,2.9074,3.0307,NaN,NaN,2.2675,2.1577,3.6326,3.5260,2.5014,2.5011,2.2191,2.2426,2.5509,2.7707,3.7857,3.2113,3.7021,3.7359,3.3859,3.3081,3.0235,2.9206,2.4212,2.4282,2.5962,2.7130,2.5197,2.6553,2.9747,3.1061,2.6294,2.8570,2.4384,2.6213,2.3004,2.3428,2.5323,2.4180,2.9442,2.7174,2.7058,2.7038,2.6144,2.8474,2.6501,2.8097,2.2756,2.4864,3.1952,3.2129,2.5309,2.6787,1.8333,1.9483,2.4399,2.5821,2.9157,3.0270,3.0048,3.0541,2.9572,2.7477,2.9967,2.8906,2.5957,2.4954,2.7196,2.9016,3.0209,2.9449
sub-25_T1w,2.5387,2.3071,2.3851,2.5320,2.5442,2.4007,2.2037,2.4152,3.0276,2.8999,2.7221,2.8272,2.9816,3.0726,3.2126,3.1914,3.0089,3.1545,3.2789,3.1470,3.1190,3.4041,2.2593,2.3253,3.1132,3.0906,3.1130,2.6691,2.7108,2.6488,2.9015,2.8119,3.0899,3.1000,4.5203,4.4606,5.5869,4.7071,2.6726,2.6554,2.2442,2.3531,2.7819,2.9354,2.4417,2.4895,3.7324,3.4415,3.0523,2.9462,2.8053,2.8074,2.7965,2.9247,2.3609,2.5029,1.9722,2.1818,2.7605,2.7940,2.7793,2.6664,2.9219,2.5686,2.7927,3.2715,3.0119,2.8618,3.0507,3.0730,4.1264,3.8756,2.6906,2.8225,2.7527,2.9518,3.0022,2.9827,2.8868,2.8913,2.9728,2.8420,2.7382,2.8782,NaN,NaN,2.1188,1.9806,3.5984,2.9168,2.3765,2.4427,2.0542,2.0914,2.5410,2.5071,4.1476,3.3101,3.5715,3.5087,3.3134,3.4031,3.4156,2.7562,2.3155,2.0729,2.6441,2.5675,2.4672,2.5901,2.7725,2.6910,2.6192,2.5074,2.3168,2.3089,2.4163,2.3400,2.3669,2.3348,2.2780,2.5557,2.4878,2.4458,2.6954,2.6916,2.4988,2.8605,2.4089,2.6734,2.9061,2.7269,2.5100,2.5234,2.1342,2.0278,2.3101,2.3297,2.7776,2.7277,2.6886,2.8656,2.2014,2.9798,2.5553,2.6737,2.4314,2.4122,2.6123,2.7496,2.5351,2.6148
sub-27_T1w,2.5278,2.3954,2.5355,2.8343,2.5109,2.5601,2.7098,2.6910,3.0929,3.0822,3.0550,3.2552,3.0127,3.1568,3.0604,3.2254,2.8036,3.0899,3.5395,3.7582,3.4584,2.9238,2.3155,2.4374,3.4624,3.2216,3.2459,3.0221,3.2530,2.9735,3.0881,3.0298,3.3105,3.3382,4.9976,4.6498,5.3931,4.3278,3.0550,2.9097,2.4077,2.4673,3.0356,3.2258,2.5242,2.5598,3.2242,3.1183,3.1442,3.1097,2.9000,2.9926,3.1391,3.1040,2.6299,2.5966,2.4312,2.2742,3.1105,2.9013,2.9631,2.9025,3.2256,2.8991,2.7682,2.7673,3.0248,3.1438,3.3992,3.3726,3.9972,3.4029,3.1492,3.0019,2.9997,2.8793,3.1721,3.1374,2.8915,2.7505,3.3382,2.7810,2.9385,2.9942,NaN,NaN,1.9767,2.3195,3.2841,2.6882,2.5810,2.3421,2.3649,2.1422,2.4395,2.5525,3.5037,3.1634,4.3067,3.8897,3.3793,3.3274,3.1299,3.2145,2.1469,2.3779,2.6860,2.6553,2.8000,2.6801,2.8548,2.7568,2.5539,2.5135,2.3948,2.3667,2.2036,2.2851,2.4784,2.1458,2.4633,2.5104,2.7902,2.8272,2.4121,2.4130,3.0078,2.6837,2.3582,2.3774,2.9172,3.0034,2.4676,2.4143,1.8947,1.8030,2.4539,2.4795,2.8051,2.8293,2.7805,2.6806,2.5200,2.8562,2.3372,2.7813,2.7912,2.7125,2.6345,2.7116,2.9891,3.4134
sub-28_T1w,2.5646,2.3522,2.9096,2.8397,2.8768,3.0811,2.7149,2.7067,3.0804,2.8706,2.8864,2.9929,3.1592,3.1002,3.2469,3.3198,3.2101,3.2263,3.5998,3.6418,3.3824,3.1370,2.3834,2.5525,3.4553,3.3093,3.3704,3.1312,3.2521,3.2076,3.2004,3.1354,3.2907,3.2797,4.7272,5.0351,6.0901,4.6534,2.9521,2.8798,2.6470,2.6721,3.1489,3.1260,2.6157,2.6587,3.6337,3.4420,3.4166,3.1667,2.9581,3.0302,3.2948,3.1180,2.7644,2.7497,2.4260,2.4927,3.0560,3.0973,3.0734,2.9958,3.1694,2.9939,2.7356,3.4042,2.8651,2.9479,3.7282,3.4232,3.8302,3.3390,3.2959,3.0278,3.3848,2.9576,3.4622,3.1986,3.2359,3.0626,3.2758,2.9693,2.8838,2.9421,NaN,NaN,2.1353,2.3360,3.8460,3.0723,2.6456,2.5235,2.2618,2.2869,2.7864,2.9245,3.8758,3.4512,3.8765,3.4282,3.6011,3.5639,3.1129,3.1845,2.1097,2.5454,2.8157,2.7268,2.7792,2.7528,2.9349,3.0160,2.9076,2.7284,2.6424,2.5849,2.2758,2.3228,2.5346,2.2832,2.6335,2.4799,2.9840,2.7446,2.7994,2.8018,2.6585,2.9078,3.0341,2.4214,3.4883,3.1902,2.7015,2.4586,2.2131,2.1658,2.8647,2.5932,2.9892,2.9040,2.9192,2.9137,2.4773,3.0926,2.8078,2.9867,2.9065,2.2995,2.7981,2.7889,2.2634,2.9624
sub-29_T1w,2.4658,2.2902,2.7898,2.8983,2.4103,2.7419,2.2431,2.2971,3.2435,3.0125,2.9941,2.8858,3.2638,3.3529,3.0809,3.4517,3.0840,3.3460,3.7310,3.6113,2.9900,3.1685,2.1887,2.2950,3.2312,3.2083,2.9563,3.1191,3.1122,3.2191,3.1594,3.0673,3.2410,3.2384,4.7403,4.7162,4.8262,4.4115,2.8020,2.7794,2.5101,2.6403,3.2558,3.0259,2.5482,2.5286,3.3687,3.7730,3.2850,3.2152,2.9844,2.9884,3.1143,3.0237,2.6419,2.6358,2.4607,2.6419,2.9054,2.9948,3.0246,2.9496,3.0428,2.8744,2.4771,3.1441,3.2905,3.6386,3.3182,3.5088,3.7035,4.0275,3.1643,3.1573,3.1753,3.1641,3.4808,3.3090,3.0578,3.1236,2.9469,2.8489,2.9571,2.9968,NaN,NaN,2.1239,2.3193,3.5602,3.0358,2.4788,2.4537,2.2193,2.3708,2.8188,2.6957,3.5014,3.5239,3.4988,3.4901,3.5347,3.3120,2.8767,2.9693,2.8675,2.8903,2.9875,2.8074,2.7567,2.7972,2.9528,3.0177,2.3822,2.5128,2.5325,2.4592,2.5915,3.0184,2.4048,2.4786,2.5056,2.6046,2.5129,2.5747,2.7381,2.6384,2.8624,2.7821,2.4250,2.3452,3.2143,3.0959,2.7115,2.5829,2.2515,2.1802,2.6174,2.5766,2.9839,3.0663,2.9391,3.0139,3.0502,2.8119,2.7540,2.9889,2.8990,2.8744,2.8639,2.9476,3.0454,3.5447
sub-30_T1w,2.4533,2.4304,2.6232,2.6994,2.3674,2.5494,2.4121,2.1765,2.9193,2.9809,3.0297,2.9829,2.9418,3.2122,3.0115,3.2177,3.2209,3.2328,3.5049,3.6932,3.2058,3.0548,2.3652,2.0388,3.0233,3.2168,3.1482,3.0159,2.8096,3.1290,3.0405,3.2121,3.3428,3.2797,4.1651,4.5970,4.5777,4.4904,2.7105,2.5079,2.1866,2.4681,2.9571,2.9890,2.4463,2.4319,2.9950,3.1594,3.2910,3.2557,3.0707,3.0307,2.9931,2.9908,2.5116,2.4603,2.0843,2.1381,2.5189,2.7094,2.7948,2.6891,2.7162,2.7524,2.9126,3.0998,2.9182,2.7864,3.0641,3.0813,3.5861,3.5940,2.7655,2.9840,2.8333,2.8447,3.1876,3.0727,3.0262,3.1640,2.6528,2.6000,2.8362,2.7548,NaN,NaN,1.8885,2.0976,3.6746,3.5952,2.3075,2.2254,1.9532,1.8539,2.6208,2.4532,3.7817,3.3602,3.3434,3.6177,3.0739,3.0733,2.9372,2.9865,1.9026,1.9389,2.4929,2.6087,2.6076,2.9283,2.7408,2.9941,2.9792,2.8460,2.2937,2.4633,2.4403,2.1807,2.2418,2.0964,2.4260,2.2235,2.4974,3.2217,2.7223,2.5581,2.8221,2.4830,2.3877,2.6395,2.9738,3.3429,2.5030,2.4193,2.2058,2.0701,2.0173,2.2024,2.7994,2.7523,2.6114,2.6052,2.7315,2.2290,2.7297,2.5232,2.3600,2.4109,2.6174,2.6209,2.6788,2.8833
sub-31_T1w,2.4959,2.3775,2.6617,2.5409,2.9580,2.7988,2.5748,2.5808,2.8856,3.0148,2.7233,2.7059,3.0222,2.9907,3.0254,3.2868,3.1639,3.1144,3.9531,3.7041,3.2735,3.2955,2.1202,2.2105,3.2619,3.0713,3.1321,2.8624,2.9715,2.8599,3.0993,3.1072,3.2689,3.2552,4.4414,4.2794,4.9686,4.4001,2.6187,2.6238,2.4295,2.5962,2.9879,3.1330,2.2348,2.4231,3.8846,3.9753,3.2616,3.1454,2.9403,2.9918,2.9942,3.0753,2.6186,2.6345,2.3326,2.4583,2.9460,3.0917,2.8111,2.9196,2.8930,2.8231,3.4917,4.0766,2.6787,3.0326,3.3833,3.3396,4.2082,4.1002,2.8410,3.0713,3.2166,2.8581,3.2435,3.0751,2.7161,2.7793,3.1312,2.7598,2.8931,2.9734,NaN,NaN,2.0951,2.1674,3.5619,3.3386,2.3385,2.4686,2.1468,2.2892,2.7322,2.7529,3.7387,3.6296,3.9502,3.6782,3.3274,3.1040,3.1972,3.0322,2.2265,2.3786,2.7376,2.6296,2.5442,2.5683,2.9414,2.9445,3.0465,2.6917,2.5802,2.6303,2.1971,2.6959,2.2033,2.4199,2.4294,2.3673,3.0128,3.1551,2.6720,2.3782,2.8350,2.8600,2.5636,2.6845,3.2182,3.2977,2.4920,2.5790,2.3599,2.3839,2.5703,2.5374,2.9605,2.9203,3.1291,2.8321,2.6735,2.8910,2.5907,2.7731,2.7905,2.6375,2.7854,2.8317,2.6738,2.8828
sub-32_T1w,2.2841,2.4546,2.8847,2.5775,2.8128,2.3733,2.7252,2.6760,3.0083,2.9971,2.8827,2.8051,3.1187,2.9337,3.1979,3.4596,3.1062,3.2550,3.4920,3.4414,2.8864,3.2274,2.2318,2.2925,3.0999,2.9691,2.9569,2.7619,2.9608,2.7748,3.0043,2.9770,3.3325,3.2271,4.3862,4.2313,4.4234,4.0933,2.8463,2.8102,2.2064,2.2447,3.0488,3.2223,2.4772,2.3953,3.2901,3.5147,3.0577,3.1711,3.0769,2.9360,2.9465,2.8538,2.7628,2.6993,2.5444,2.4474,3.1346,3.1091,2.8634,2.7167,2.7186,2.7835,3.9190,3.3863,2.9966,3.1272,3.4063,3.2682,3.6365,3.5731,2.8442,2.8353,3.1413,3.0614,3.3530,3.3378,2.6462,2.6714,3.0695,2.2841,2.8622,3.0650,NaN,NaN,2.1330,2.2687,3.4530,3.6304,2.6854,2.5422,2.3957,2.3250,2.7845,2.6460,3.4671,3.3989,3.4499,3.3995,3.1972,3.2902,3.1662,2.8706,2.3149,2.3032,2.6789,2.7959,2.8461,2.7628,3.0569,3.0053,3.3514,2.8771,2.5351,2.5232,2.3748,2.3919,2.3629,2.3930,2.3251,2.4338,2.3343,2.5028,2.8526,2.7759,2.8798,2.8174,2.2999,2.5635,3.2450,3.1680,2.3649,2.4238,1.8957,2.2184,2.5678,2.4443,2.8384,2.8859,2.7152,2.7890,2.6202,3.0819,3.0461,2.8413,2.5821,2.5445,2.8633,2.8279,2.8364,2.7932
sub-33_T1w,2.5415,2.5769,2.5634,2.6038,2.0066,2.5632,2.3957,2.4227,2.9100,2.7629,2.8975,2.8137,2.8496,2.8559,3.0326,3.1995,3.0244,3.1162,3.1134,3.3641,2.8223,2.9182,2.2750,2.3241,3.1297,3.1800,3.3056,3.0781,2.9536,2.9100,2.9987,2.9349,3.1974,3.1914,3.7933,4.2349,4.0394,4.6838,2.9531,2.8661,2.3676,2.4795,2.8600,2.9692,2.2788,2.4727,3.3917,3.8079,3.2462,3.3896,3.0309,2.8549,2.9503,2.9021,2.6079,2.4158,2.2197,2.0571,2.6452,2.4593,2.8410,2.7855,2.6919,2.6210,2.3086,2.8589,2.8832,2.8145,3.2534,3.0869,3.3085,3.4186,2.8928,2.6615,2.9340,2.8304,3.1238,3.0544,2.8346,2.4035,3.0244,3.1887,2.6307,2.6000,NaN,NaN,2.0686,2.3240,3.9127,3.2896,2.2369,2.2010,1.9475,1.7935,2.5869,2.3529,3.6713,3.7458,3.1852,3.4846,3.1334,3.2523,2.9839,3.0526,1.7822,2.1285,2.4750,2.6008,2.7383,2.6577,2.8449,2.8802,2.4586,2.6444,2.3453,2.2118,2.1819,2.3297,2.2400,1.9827,2.2012,2.2634,2.4009,2.9296,2.5932,2.6043,2.4703,2.9860,2.6754,2.4004,2.9379,3.1380,2.2884,2.3291,2.1258,2.7855,2.3654,2.2948,2.6928,2.6983,2.7820,2.7133,2.2527,2.9287,2.7877,2.5704,2.3351,2.3646,2.5352,2.5710,2.6740,2.7075
sub-34_T1w,2.6109,2.5618,3.0995,2.9091,2.7868,2.5679,2.5771,2.4962,3.0290,3.0758,3.1995,3.0600,3.4072,3.3672,3.1854,3.3586,2.8772,3.2271,3.5249,3.8414,3.4237,3.3630,2.3345,2.2456,3.2254,3.3310,3.5895,2.8028,3.2799,3.2638,3.2822,3.2256,3.5356,3.5110,4.8811,3.6882,4.7324,4.8265,2.9331,2.9784,2.4030,2.3340,3.3867,3.1042,2.7997,2.6127,3.4221,3.4086,3.3934,3.4633,3.1676,3.2188,3.0615,2.9206,2.8094,2.7808,2.4708,2.3564,3.1898,3.1856,2.9549,3.0458,2.7161,3.1045,3.2789,4.1369,3.1821,3.1088,3.1900,3.3374,3.8916,3.5678,2.8841,3.0760,3.0962,2.8248,3.3319,3.1346,2.8218,3.0719,2.9696,2.9041,2.6033,3.0343,NaN,NaN,2.1384,2.1759,3.5800,3.4892,2.4884,2.4927,2.2190,2.1857,2.7832,2.7671,3.7807,3.5080,3.6959,3.4278,3.5060,3.1934,3.4507,2.7649,2.5003,2.3958,2.8739,2.8881,2.9849,2.9357,3.0890,2.9902,2.8111,2.5952,2.5101,2.5012,2.3681,2.4592,2.3197,2.3589,2.5883,2.6099,2.8004,3.1984,2.8692,2.8461,2.6110,2.7839,2.3366,2.8095,3.2942,3.2546,2.6624,2.6514,2.1918,2.3211,2.4398,2.5742,2.9530,3.0590,2.9454,2.9393,3.2093,3.7688,2.9960,3.1620,2.9030,2.7408,2.8550,2.8167,3.2264,3.0632
